學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1184,東方設計學院,N 修,B 四技,26,38,7,11,15,10,28,14,0,0,0,0,0,0,5,0,12 高雄市,2 技職
1185,經國管理暨健康學院,D 日,M 碩士,1,9,4,6,1,2,0,0,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,B 四技,193,369,177,268,156,245,143,221,0,0,0,0,0,0,40,35,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,C 二技,0,0,0,0,3,64,1,55,0,0,0,0,0,0,0,1,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,5 五專,106,259,85,259,72,270,66,257,45,200,0,0,0,0,9,26,17 基隆市,2 技職
1185,經國管理暨健康學院,N 職,M 碩士,5,15,1,19,1,3,0,0,0,0,0,0,0,0,0,1,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,B 四技,32,60,24,39,27,30,41,50,0,0,0,0,0,0,12,15,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,C 二技,0,0,0,0,6,87,3,89,0,0,0,0,0,0,0,2,17 基隆市,2 技職
1187,崇右技術學院,D 日,M 碩士,20,22,10,18,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1187,崇右技術學院,D 日,B 四技,359,423,250,260,238,276,214,318,0,0,0,0,0,0,81,65,17 基隆市,2 技職
1187,崇右技術學院,D 日,C 二技,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1187,崇右技術學院,D 日,5 五專,42,49,48,48,60,70,51,134,70,101,0,0,0,0,11,19,17 基隆市,2 技職
1188,大同技術學院,D 日,B 四技,216,219,166,231,201,220,179,182,0,0,0,0,0,0,25,16,20 嘉義市,2 技職
1188,大同技術學院,D 日,5 五專,8,11,26,16,29,28,24,26,17,14,0,0,0,0,5,2,20 嘉義市,2 技職
1188,大同技術學院,N 修,B 四技,45,61,38,55,38,72,54,63,0,0,0,0,0,0,11,8,20 嘉義市,2 技職
1188,大同技術學院,N 修,C 二技,0,0,0,0,34,136,38,102,0,0,0,0,0,0,2,1,20 嘉義市,2 技職
1188,大同技術學院,N 修,2 二專,7,8,7,5,0,0,0,0,0,0,0,0,0,0,0,2,20 嘉義市,2 技職
1189,亞太創意技術學院,D 日,M 碩士,21,11,11,16,2,8,4,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1189,亞太創意技術學院,D 日,B 四技,110,77,76,58,113,85,157,132,0,0,0,0,0,0,39,28,05 苗栗縣,2 技職
1189,亞太創意技術學院,D 日,C 二技,0,0,0,0,0,1,12,86,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1189,亞太創意技術學院,N 修,C 二技,0,0,0,0,0,0,16,299,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
1189,亞太創意技術學院,N 修,2 二專,0,0,3,122,0,0,0,0,0,0,0,0,0,0,0,3,05 苗栗縣,2 技職
1192,臺灣觀光學院,D 日,M 碩士,5,6,4,5,1,7,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,B 四技,100,106,89,110,101,114,149,128,0,0,0,0,0,0,34,25,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,C 二技,0,0,0,0,7,10,8,15,0,0,0,0,0,0,1,1,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,2 二專,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,5 五專,23,45,22,47,30,34,0,0,0,0,0,0,0,0,1,3,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,B 四技,19,32,13,35,16,22,15,13,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,C 二技,0,0,0,0,23,23,17,18,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,2 二專,12,24,18,16,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1195,馬偕醫學院,D 日,M 碩士,4,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1195,馬偕醫學院,D 日,B 學士,46,85,38,75,41,75,36,77,31,15,31,9,29,11,1,0,01 新北市,1 一般
1195,馬偕醫學院,N 修,C 二技,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,01 新北市,2 技職
1196,法鼓文理學院,D 日,D 博士,2,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
1196,法鼓文理學院,D 日,M 碩士,23,45,4,11,4,9,8,12,0,0,0,0,0,0,0,0,01 新北市,1 一般
1196,法鼓文理學院,D 日,B 學士,4,12,5,13,1,6,2,9,0,0,0,0,0,0,0,0,01 新北市,1 一般
1197,台北海洋技術學院,D 日,M 碩士,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1197,台北海洋技術學院,D 日,B 四技,552,564,487,493,480,462,500,420,0,0,0,0,0,0,78,29,01 新北市,2 技職
1197,台北海洋技術學院,D 日,C 二技,0,0,0,0,79,27,80,27,0,0,0,0,0,0,10,1,01 新北市,2 技職
1197,台北海洋技術學院,D 日,X 4+X,41,5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1197,台北海洋技術學院,D 日,2 二專,75,2,134,27,0,0,0,0,0,0,0,0,0,0,18,3,01 新北市,2 技職
1197,台北海洋技術學院,D 日,5 五專,192,121,178,118,168,124,175,103,157,95,0,0,0,0,17,2,01 新北市,2 技職
1197,台北海洋技術學院,N 修,B 四技,20,17,18,11,26,14,27,24,0,0,0,0,0,0,8,5,01 新北市,2 技職
1197,台北海洋技術學院,N 修,C 二技,0,0,0,0,9,38,13,28,0,0,0,0,0,0,1,0,01 新北市,2 技職
1197,台北海洋技術學院,N 修,2 二專,64,1,65,7,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1282,馬偕醫護管理專科學校,D 日,2 二專,5,19,1,21,0,0,0,0,0,0,0,0,0,0,3,5,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,D 日,5 五專,89,765,82,724,92,709,64,671,51,630,0,0,0,0,7,38,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,N 修,2 二專,111,88,59,80,0,0,0,0,0,0,0,0,0,0,0,2,30 臺北市,2 技職
1283,仁德醫護管理專科學校,D 日,5 五專,285,976,245,943,253,958,267,859,192,832,0,0,0,0,82,139,05 苗栗縣,2 技職
1283,仁德醫護管理專科學校,N 修,2 二專,139,174,75,60,0,0,0,0,0,0,0,0,0,0,15,9,05 苗栗縣,2 技職
1284,樹人醫護管理專科學校,D 日,5 五專,344,1104,296,954,324,1000,303,925,233,830,0,0,0,0,81,149,12 高雄市,2 技職
1284,樹人醫護管理專科學校,N 修,2 二專,165,55,142,60,18,11,27,5,0,0,0,0,0,0,3,2,12 高雄市,2 技職
1285,慈惠醫護管理專科學校,D 日,2 二專,23,59,18,22,0,0,0,0,0,0,0,0,0,0,9,8,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,D 日,5 五專,290,882,280,847,313,875,290,907,226,725,0,0,0,0,74,174,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,N 修,2 二專,85,92,42,74,4,7,2,4,0,0,0,0,0,0,4,9,13 屏東縣,2 技職
1286,耕莘健康管理專科學校,D 日,5 五專,125,961,123,902,100,907,100,921,65,704,0,0,0,0,16,55,01 新北市,2 技職
1286,耕莘健康管理專科學校,N 修,2 二專,1,38,0,33,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,2 技職
1287,敏惠醫護管理專科學校,D 日,5 五專,107,682,88,665,92,681,83,691,67,620,0,0,0,0,9,34,11 臺南市,2 技職
1288,高美醫護管理專科學校,D 日,5 五專,43,121,30,60,22,73,17,108,32,113,0,0,0,0,0,0,12 高雄市,2 技職
1288,高美醫護管理專科學校,N 修,2 二專,60,54,64,55,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1289,育英醫護管理專科學校,D 日,5 五專,40,370,35,347,31,352,26,361,20,382,0,0,0,0,4,41,50 高雄市,2 技職
1290,崇仁醫護管理專科學校,D 日,5 五專,100,627,86,593,82,624,67,560,57,534,0,0,0,0,18,39,20 嘉義市,2 技職
1291,聖母醫護管理專科學校,D 日,5 五專,229,586,156,548,164,568,139,562,125,512,0,0,0,0,4,4,02 宜蘭縣,2 技職
1292,新生醫護管理專科學校,D 日,5 五專,178,1142,141,988,140,1027,116,1012,82,1005,0,0,0,0,18,64,03 桃園市,2 技職
1292,新生醫護管理專科學校,N 修,2 二專,32,37,18,35,0,0,0,0,0,0,0,0,0,0,1,0,03 桃園市,2 技職
3002,臺北市立大學,D 日,D 博士,14,29,19,23,11,20,11,21,11,17,9,13,10,10,12,21,30 臺北市,1 一般
3002,臺北市立大學,D 日,M 碩士,142,260,116,256,72,156,53,129,0,0,0,0,0,0,19,52,30 臺北市,1 一般
3002,臺北市立大學,D 日,B 學士,587,725,543,684,502,661,482,610,0,0,0,0,0,0,181,107,30 臺北市,1 一般
3002,臺北市立大學,N 職,M 碩士,106,248,107,258,39,89,26,35,0,0,0,0,0,0,30,47,30 臺北市,1 一般
