學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0043,國立勤益科技大學,N 修,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,06 臺中市,2 技職
0044,國立體育大學,D 日,D 博士,21,7,15,7,13,5,12,12,14,8,5,6,6,6,0,0,03 桃園市,1 一般
0044,國立體育大學,D 日,M 碩士,64,72,56,44,41,24,19,15,0,0,0,0,0,0,0,0,03 桃園市,1 一般
0044,國立體育大學,D 日,B 學士,264,133,234,153,209,140,221,132,0,0,0,0,0,0,78,35,03 桃園市,1 一般
0044,國立體育大學,N 職,M 碩士,38,38,38,31,15,6,13,4,4,4,0,2,0,0,0,0,03 桃園市,1 一般
0044,國立體育大學,N 修,C 二年制,0,0,0,0,23,15,33,13,0,0,0,0,0,0,10,3,03 桃園市,1 一般
0046,國立臺北護理健康大學,D 日,D 博士,0,12,0,12,0,8,0,12,0,10,0,4,0,2,0,0,30 臺北市,2 技職
0046,國立臺北護理健康大學,D 日,M 碩士,35,151,24,143,16,116,10,90,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0046,國立臺北護理健康大學,D 日,B 四技,155,522,156,447,121,398,125,402,0,0,0,0,0,0,18,29,30 臺北市,2 技職
0046,國立臺北護理健康大學,D 日,C 二技,0,0,0,0,22,372,10,351,0,0,0,0,0,0,0,5,30 臺北市,2 技職
0046,國立臺北護理健康大學,N 職,M 碩士,12,54,8,52,4,39,1,13,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0046,國立臺北護理健康大學,N 修,C 二技,0,0,0,0,3,232,7,223,1,215,0,0,0,0,1,14,30 臺北市,2 技職
0047,國立高雄餐旅大學,D 日,D 博士,4,2,2,6,1,1,4,1,2,1,0,0,0,0,0,0,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,M 碩士,28,57,23,47,5,20,4,4,0,0,0,0,0,0,0,1,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,B 四技,228,599,212,597,197,579,200,563,0,0,0,0,0,0,18,10,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,C 二技,0,0,0,0,10,38,10,33,0,0,0,0,0,0,2,0,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,5 五專,20,31,17,33,10,25,13,13,15,34,0,0,0,0,2,0,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 職,M 碩士,22,16,19,23,2,5,0,6,0,0,0,0,0,0,2,0,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,B 四技,55,172,57,178,59,167,48,146,0,0,0,0,0,0,3,8,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,C 二技,0,0,0,0,34,104,29,114,0,0,0,0,0,0,4,2,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,X 4+X,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,2 二專,32,89,50,89,0,0,0,0,0,0,0,0,0,0,10,8,50 高雄市,2 技職
0048,國立金門大學,D 日,M 碩士,53,28,42,28,26,10,8,4,0,0,0,0,0,0,0,0,71 金門縣,1 一般
0048,國立金門大學,D 日,B 學士,432,400,444,408,351,424,392,340,0,0,0,0,0,0,83,43,71 金門縣,1 一般
0048,國立金門大學,N 職,M 碩士,20,4,16,4,0,0,0,0,0,0,0,0,0,0,9,0,71 金門縣,1 一般
0048,國立金門大學,P 進,B 學士,145,99,113,78,93,72,94,83,0,0,0,0,0,0,28,15,71 金門縣,1 一般
0049,國立臺灣體育運動大學,D 日,M 碩士,46,48,49,32,27,25,19,13,0,0,0,0,0,0,5,13,19 臺中市,1 一般
0049,國立臺灣體育運動大學,D 日,B 學士,382,234,328,226,287,231,333,212,0,0,0,0,0,0,139,50,19 臺中市,1 一般
0049,國立臺灣體育運動大學,N 職,M 碩士,29,15,25,14,13,4,4,6,1,0,1,0,1,0,0,0,19 臺中市,1 一般
0049,國立臺灣體育運動大學,P 進,B 學士,70,29,64,22,55,21,70,20,0,0,0,0,0,0,21,8,19 臺中市,1 一般
0050,國立臺中科技大學,D 日,M 碩士,70,83,82,100,37,22,6,5,0,0,0,0,0,0,0,0,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,B 四技,371,1032,342,881,321,835,355,788,0,0,0,0,0,0,52,64,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,C 二技,0,0,0,0,135,675,136,536,0,0,0,0,0,0,8,43,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,2 二專,0,0,0,52,0,0,0,0,0,0,0,0,0,0,3,12,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,5 五專,137,583,162,633,127,633,160,612,144,594,0,0,0,0,12,28,19 臺中市,2 技職
0050,國立臺中科技大學,N 職,M 碩士,31,47,23,30,6,6,6,0,1,2,0,0,0,0,0,0,19 臺中市,2 技職
0050,國立臺中科技大學,N 修,B 四技,184,365,199,380,150,368,152,367,0,0,0,0,0,0,32,63,19 臺中市,2 技職
0050,國立臺中科技大學,N 修,C 二技,0,0,0,0,64,130,45,142,0,0,0,0,0,0,12,18,19 臺中市,2 技職
0050,國立臺中科技大學,N 修,2 二專,9,80,7,74,0,0,0,0,0,0,0,0,0,0,0,11,19 臺中市,2 技職
0051,國立臺北商業大學,D 日,M 碩士,28,37,20,52,10,4,3,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,B 四技,142,413,167,383,129,378,159,336,0,0,0,0,0,0,15,41,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,C 二技,0,0,0,0,70,308,61,247,0,0,0,0,0,0,5,22,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,5 五專,114,281,117,284,93,299,96,283,73,302,0,0,0,0,14,22,30 臺北市,2 技職
0051,國立臺北商業大學,N 職,M 碩士,9,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0051,國立臺北商業大學,N 修,B 四技,61,106,32,120,44,110,35,103,14,26,0,0,0,0,2,3,30 臺北市,2 技職
0051,國立臺北商業大學,N 修,C 二技,0,0,0,0,147,326,118,314,0,0,0,0,0,0,18,23,30 臺北市,2 技職
0051,國立臺北商業大學,N 修,2 二專,0,0,56,94,18,16,0,0,0,0,0,0,0,0,11,18,30 臺北市,2 技職
0052,國立屏東大學,D 日,D 博士,2,8,7,3,8,0,7,2,5,2,4,2,0,1,0,0,13 屏東縣,1 一般
0052,國立屏東大學,D 日,M 碩士,133,167,101,191,63,97,66,93,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
0052,國立屏東大學,D 日,B 學士,641,1045,659,1004,644,957,580,984,0,0,0,0,0,0,111,82,13 屏東縣,1 一般
0052,國立屏東大學,D 日,C 二技,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0052,國立屏東大學,N 職,M 碩士,33,97,25,102,8,45,14,18,11,36,0,0,0,0,0,0,13 屏東縣,1 一般
0052,國立屏東大學,P 進,B 學士,42,52,66,84,50,83,56,103,0,0,0,0,0,0,33,28,13 屏東縣,1 一般
0052,國立屏東大學,S 暑,M 碩士,7,17,9,19,11,23,2,1,0,2,0,0,0,0,0,0,13 屏東縣,1 一般
0144,國立臺灣戲曲學院,D 日,B 四技,44,99,46,84,41,77,35,66,0,0,0,0,0,0,8,15,30 臺北市,2 技職
0144,國立臺灣戲曲學院,N 修,B 四技,12,10,7,8,8,15,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0221,國立臺南護理專科學校,D 日,2 二專,5,51,1,42,0,0,0,0,0,0,0,0,0,0,0,1,21 臺南市,2 技職
0221,國立臺南護理專科學校,D 日,5 五專,23,348,27,328,26,331,12,320,11,331,0,0,0,0,1,5,21 臺南市,2 技職
0221,國立臺南護理專科學校,N 修,2 二專,6,33,3,36,0,0,0,0,0,0,0,0,0,0,1,4,21 臺南市,2 技職
0222,國立臺東專科學校,D 日,2 二專,161,91,162,68,0,0,0,0,0,0,0,0,0,0,9,3,14 臺東縣,2 技職
0222,國立臺東專科學校,D 日,5 五專,86,77,55,59,71,69,58,58,65,49,0,0,0,0,8,5,14 臺東縣,2 技職
0222,國立臺東專科學校,N 修,2 二專,24,24,23,34,0,0,0,0,0,0,0,0,0,0,4,0,14 臺東縣,2 技職
1001,東海大學,D 日,D 博士,27,18,15,15,22,10,18,12,15,9,24,12,14,16,0,0,19 臺中市,1 一般
1001,東海大學,D 日,M 碩士,240,235,267,208,156,118,123,112,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1001,東海大學,D 日,B 學士,1518,1800,1555,1863,1433,1846,1400,1785,14,16,0,0,0,0,373,241,19 臺中市,1 一般
1001,東海大學,N 職,M 碩士,114,128,108,124,63,53,83,105,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1001,東海大學,P 進,B 學士,55,68,85,65,63,50,56,59,33,54,0,0,0,0,24,13,19 臺中市,1 一般
1002,輔仁大學,D 日,D 博士,45,33,42,27,32,29,30,32,36,24,25,17,39,38,2,2,01 新北市,1 一般
1002,輔仁大學,D 日,M 碩士,322,408,302,316,175,227,166,233,0,0,0,0,0,0,5,11,01 新北市,1 一般
1002,輔仁大學,D 日,B 學士,1867,2505,1848,2553,1733,2580,1655,2360,36,9,29,12,29,15,563,487,01 新北市,1 一般
1002,輔仁大學,N 職,M 碩士,224,316,198,275,91,115,74,93,0,0,0,0,0,0,124,131,01 新北市,1 一般
1002,輔仁大學,N 修,C 二技,0,0,0,0,0,34,0,22,0,0,0,0,0,0,0,4,01 新北市,2 技職
1002,輔仁大學,P 進,B 學士,450,753,425,740,396,690,336,659,0,0,0,0,0,0,162,216,01 新北市,1 一般
1003,東吳大學,D 日,D 博士,10,10,10,9,11,3,5,8,4,9,6,3,8,6,0,0,30 臺北市,1 一般
1003,東吳大學,D 日,M 碩士,173,220,169,185,96,109,122,123,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1003,東吳大學,D 日,B 學士,1169,1762,1125,1722,1103,1639,1018,1610,128,130,0,0,0,0,378,347,30 臺北市,1 一般
1003,東吳大學,N 職,M 碩士,166,175,113,169,91,95,62,59,53,67,52,53,0,0,0,0,30 臺北市,1 一般
1003,東吳大學,P 進,B 學士,78,184,66,181,81,155,77,154,54,124,0,0,0,0,22,35,30 臺北市,1 一般
1004,中原大學,D 日,D 博士,54,20,49,9,48,16,37,14,37,10,24,6,27,3,0,0,03 桃園市,1 一般
1004,中原大學,D 日,M 碩士,430,244,403,215,167,88,79,70,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,D 日,B 學士,1801,1452,1842,1408,1718,1370,1644,1254,68,91,0,0,0,0,429,189,03 桃園市,1 一般
1004,中原大學,D 日,X 4+X,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,03 桃園市,1 一般
1004,中原大學,N 職,M 碩士,198,136,151,114,118,42,67,21,62,21,36,21,0,0,0,0,03 桃園市,1 一般
1004,中原大學,P 進,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,03 桃園市,1 一般
1005,淡江大學,D 日,D 博士,63,18,41,27,56,26,0,0,0,0,0,0,0,0,173,92,01 新北市,1 一般
1005,淡江大學,D 日,M 碩士,466,295,418,262,0,0,0,0,0,0,0,0,0,0,272,259,01 新北市,1 一般
1005,淡江大學,D 日,B 學士,2572,2483,2543,2460,2509,2476,2370,2401,38,28,0,0,0,0,729,363,01 新北市,1 一般
1005,淡江大學,N 職,M 碩士,221,215,227,208,0,0,0,0,0,0,0,0,0,0,204,152,01 新北市,1 一般
1005,淡江大學,N 修,C 二技,0,0,0,0,5,13,9,12,2,8,0,0,0,0,0,2,01 新北市,2 技職
1005,淡江大學,P 進,B 學士,295,314,323,247,256,238,250,227,0,0,0,0,0,0,106,67,01 新北市,1 一般
1006,中國文化大學,D 日,D 博士,43,35,45,26,42,23,47,24,40,22,48,31,44,35,0,0,30 臺北市,1 一般
1006,中國文化大學,D 日,M 碩士,288,246,243,193,167,132,155,157,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1006,中國文化大學,D 日,B 學士,2366,2771,2361,2761,2376,2615,2195,2584,0,0,0,0,0,0,772,547,30 臺北市,1 一般
1006,中國文化大學,N 職,M 碩士,76,127,72,101,48,65,39,35,0,0,0,0,0,0,21,19,30 臺北市,1 一般
1006,中國文化大學,N 修,C 二技,0,0,0,0,20,20,17,29,7,8,0,0,0,0,0,1,30 臺北市,2 技職
1006,中國文化大學,P 進,B 學士,265,278,240,358,232,341,193,369,0,0,0,0,0,0,125,154,30 臺北市,1 一般
1007,逢甲大學,D 日,D 博士,68,27,45,23,39,14,54,16,36,13,29,11,23,8,1,1,19 臺中市,1 一般
1007,逢甲大學,D 日,M 碩士,521,228,480,200,109,45,43,20,0,0,0,0,0,0,0,0,19 臺中市,1 一般
1007,逢甲大學,D 日,B 學士,2600,1539,2588,1611,2496,1583,2419,1547,53,45,0,0,0,0,478,104,19 臺中市,1 一般
1007,逢甲大學,N 職,M 碩士,276,169,260,172,78,33,54,21,37,10,0,0,0,0,0,0,19 臺中市,1 一般
1007,逢甲大學,P 進,B 學士,135,114,137,109,138,106,97,85,0,0,0,0,0,0,22,31,19 臺中市,1 一般
1008,靜宜大學,D 日,D 博士,5,3,3,4,2,1,5,2,1,1,1,1,7,0,0,0,06 臺中市,1 一般
1008,靜宜大學,D 日,M 碩士,79,143,60,88,55,72,45,38,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1008,靜宜大學,D 日,B 學士,1008,1681,1074,1675,984,1740,951,1709,0,0,0,0,0,0,328,296,06 臺中市,1 一般
1008,靜宜大學,N 職,M 碩士,51,53,35,59,24,30,44,30,0,0,0,0,0,0,0,0,06 臺中市,1 一般
1008,靜宜大學,P 進,B 學士,0,0,0,0,0,0,20,17,0,0,0,0,0,0,5,5,06 臺中市,1 一般
1009,長庚大學,D 日,D 博士,64,30,59,24,53,21,48,24,40,20,46,19,45,12,30,15,03 桃園市,1 一般
1009,長庚大學,D 日,M 碩士,269,233,271,202,134,84,40,60,0,0,0,0,0,0,7,22,03 桃園市,1 一般
1009,長庚大學,D 日,B 學士,620,535,619,526,593,551,599,512,104,50,97,51,95,63,117,86,03 桃園市,1 一般
1009,長庚大學,N 職,M 碩士,37,38,50,33,36,17,23,5,13,14,18,12,0,0,0,0,03 桃園市,1 一般
1010,元智大學,D 日,D 博士,34,16,39,16,42,4,34,10,39,8,22,10,23,10,0,0,03 桃園市,1 一般
1010,元智大學,D 日,M 碩士,305,131,286,133,92,36,44,26,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1010,元智大學,D 日,B 學士,1045,759,993,777,929,782,873,773,0,0,0,0,0,0,203,89,03 桃園市,1 一般
1010,元智大學,N 職,M 碩士,148,108,192,128,75,16,56,17,45,9,37,6,0,0,0,0,03 桃園市,1 一般
1011,中華大學,D 日,D 博士,18,4,23,5,12,4,13,1,15,4,8,2,11,3,3,0,18 新竹市,1 一般
1011,中華大學,D 日,M 碩士,202,202,102,41,43,12,33,10,0,0,0,0,0,0,0,0,18 新竹市,1 一般
1011,中華大學,D 日,B 學士,1050,712,974,660,962,658,937,683,0,0,0,0,0,0,334,92,18 新竹市,1 一般
1011,中華大學,N 職,M 碩士,77,71,47,35,15,3,12,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
1011,中華大學,N 修,C 二技,0,0,0,0,31,8,66,59,0,0,0,0,0,0,4,0,18 新竹市,2 技職
1011,中華大學,P 進,B 學士,50,25,20,11,30,23,33,16,0,0,0,0,0,0,2,1,18 新竹市,1 一般
1012,大葉大學,D 日,D 博士,22,8,19,4,18,5,15,2,4,5,11,2,6,7,0,0,07 彰化縣,1 一般
1012,大葉大學,D 日,M 碩士,213,168,119,108,52,41,38,19,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
1012,大葉大學,D 日,B 學士,1182,1152,1144,1063,1205,912,1099,833,0,0,0,0,0,0,244,86,07 彰化縣,1 一般
1012,大葉大學,N 職,M 碩士,156,248,43,49,25,16,10,6,4,1,5,0,0,0,0,0,07 彰化縣,1 一般
1012,大葉大學,P 進,B 學士,341,236,205,165,191,86,176,86,0,0,0,0,0,0,27,9,07 彰化縣,1 一般
1013,華梵大學,D 日,D 博士,4,3,7,5,7,5,3,3,3,3,3,4,3,0,0,0,01 新北市,1 一般
1013,華梵大學,D 日,M 碩士,47,52,30,57,42,26,39,13,0,0,0,0,0,0,0,0,01 新北市,1 一般
1013,華梵大學,D 日,B 學士,375,331,333,305,303,259,315,263,0,0,0,0,0,0,90,39,01 新北市,1 一般
1013,華梵大學,N 職,M 碩士,23,81,18,51,14,7,17,8,16,9,17,9,0,0,0,0,01 新北市,1 一般
1014,義守大學,D 日,D 博士,17,7,21,6,19,4,10,4,12,3,13,4,13,4,0,0,12 高雄市,1 一般
1014,義守大學,D 日,M 碩士,152,71,168,70,69,15,23,8,0,0,0,0,0,0,0,0,12 高雄市,1 一般
1014,義守大學,D 日,B 學士,1594,1606,1668,1570,1583,1536,1569,1390,26,17,0,0,0,0,422,156,12 高雄市,1 一般
1014,義守大學,N 職,M 碩士,104,60,126,89,0,0,0,0,0,0,0,0,0,0,44,29,12 高雄市,1 一般
1014,義守大學,N 修,C 二技,0,0,0,0,24,125,23,131,0,0,0,0,0,0,3,10,12 高雄市,2 技職
1014,義守大學,P 進,B 學士,414,216,268,157,214,152,263,206,0,0,0,0,0,0,118,40,12 高雄市,1 一般
1015,世新大學,D 日,D 博士,8,8,8,8,4,8,4,2,4,4,4,4,2,8,0,0,30 臺北市,1 一般
1015,世新大學,D 日,M 碩士,106,95,95,114,87,56,72,54,0,0,0,0,0,0,1,1,30 臺北市,1 一般
1015,世新大學,D 日,B 學士,836,1572,850,1533,886,1552,834,1499,0,0,0,0,0,0,223,174,30 臺北市,1 一般
1015,世新大學,N 職,M 碩士,151,133,119,119,90,45,66,50,55,29,0,0,0,0,32,41,30 臺北市,1 一般
1015,世新大學,N 修,C 二技,0,0,0,0,8,12,7,24,0,0,0,0,0,0,3,5,30 臺北市,2 技職
1015,世新大學,P 進,B 學士,38,44,17,46,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1016,銘傳大學,D 日,D 博士,4,5,4,5,6,7,3,3,3,6,7,1,4,1,0,0,30 臺北市,1 一般
1016,銘傳大學,D 日,M 碩士,131,140,140,119,55,49,48,36,0,0,0,0,0,0,0,2,30 臺北市,1 一般
1016,銘傳大學,D 日,B 學士,1704,2634,1634,2573,1594,2558,1628,2486,21,26,0,0,0,0,511,418,30 臺北市,1 一般
1016,銘傳大學,N 職,M 碩士,138,181,157,196,42,33,20,18,16,19,10,17,0,0,0,0,30 臺北市,1 一般
1017,實踐大學,D 日,D 博士,4,3,0,3,0,0,0,0,0,0,0,0,0,0,2,2,30 臺北市,1 一般
1017,實踐大學,D 日,M 碩士,66,60,59,62,4,2,0,0,0,0,0,0,0,0,73,63,30 臺北市,1 一般
1017,實踐大學,D 日,B 學士,1097,2024,1047,2013,1025,1893,979,1895,16,21,0,0,0,0,235,231,30 臺北市,1 一般
1017,實踐大學,D 日,X 4+X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,1 一般
1017,實踐大學,N 職,M 碩士,45,33,27,30,4,6,0,0,0,0,0,0,0,0,24,29,30 臺北市,1 一般
1017,實踐大學,N 修,C 二技,0,0,0,0,9,45,2,52,0,0,0,0,0,0,1,21,30 臺北市,2 技職
1017,實踐大學,P 進,B 學士,197,458,160,372,156,384,130,379,0,0,0,0,0,0,53,119,30 臺北市,1 一般
1018,朝陽科技大學,D 日,D 博士,15,4,13,3,11,1,10,3,12,3,8,1,3,0,2,0,06 臺中市,2 技職
1018,朝陽科技大學,D 日,M 碩士,157,140,130,117,0,0,0,0,0,0,0,0,0,0,129,75,06 臺中市,2 技職
1018,朝陽科技大學,D 日,B 四技,1146,1652,1169,1719,1144,1694,1124,1664,0,0,0,0,0,0,226,134,06 臺中市,2 技職
1018,朝陽科技大學,D 日,C 二技,0,0,0,0,8,6,4,5,0,0,0,0,0,0,1,0,06 臺中市,2 技職
1018,朝陽科技大學,N 職,M 碩士,94,86,68,74,0,0,0,0,0,0,0,0,0,0,64,93,06 臺中市,2 技職
1018,朝陽科技大學,N 修,B 四技,449,399,365,368,325,369,372,433,0,0,0,0,0,0,139,118,06 臺中市,2 技職
1019,高雄醫學大學,D 日,D 博士,36,28,25,23,29,22,32,21,23,21,19,17,13,16,0,0,50 高雄市,1 一般
1019,高雄醫學大學,D 日,M 碩士,98,158,86,142,31,57,6,26,0,0,0,0,0,0,0,0,50 高雄市,1 一般
1019,高雄醫學大學,D 日,B 學士,523,747,537,713,528,654,481,660,189,103,128,106,108,42,65,43,50 高雄市,1 一般
1019,高雄醫學大學,D 日,X 4+X,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
1019,高雄醫學大學,N 職,M 碩士,42,40,38,54,10,9,1,3,3,4,0,0,0,0,0,0,50 高雄市,1 一般
1019,高雄醫學大學,N 修,C 二技,0,0,0,0,1,18,4,36,7,57,0,0,0,0,0,0,50 高雄市,2 技職
1020,南華大學,D 日,D 博士,10,4,3,1,3,2,6,1,4,0,0,2,0,0,0,0,10 嘉義縣,1 一般
1020,南華大學,D 日,M 碩士,104,173,73,109,39,56,37,40,0,0,0,0,0,0,6,1,10 嘉義縣,1 一般
1020,南華大學,D 日,B 學士,573,654,536,607,429,444,411,406,0,0,0,0,0,0,126,51,10 嘉義縣,1 一般
1020,南華大學,N 職,M 碩士,74,78,52,74,24,33,26,27,0,0,0,0,0,0,14,15,10 嘉義縣,1 一般
1020,南華大學,P 進,B 學士,57,47,55,35,22,7,1,0,0,0,0,0,0,0,1,2,10 嘉義縣,1 一般
1021,真理大學,D 日,M 碩士,39,37,24,17,17,12,5,6,0,0,0,0,0,0,0,0,01 新北市,1 一般
1021,真理大學,D 日,B 學士,885,995,868,1030,863,919,788,1009,0,0,0,0,0,0,297,137,01 新北市,1 一般
1021,真理大學,N 職,M 碩士,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1021,真理大學,P 進,B 學士,59,60,35,25,58,53,77,99,0,0,0,0,0,0,46,46,01 新北市,1 一般
1022,大同大學,D 日,D 博士,15,7,11,6,14,12,12,9,10,6,17,4,10,1,0,0,30 臺北市,1 一般
1022,大同大學,D 日,M 碩士,132,66,115,42,44,10,14,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1022,大同大學,D 日,B 學士,585,325,616,288,569,316,534,319,0,0,0,0,0,0,146,35,30 臺北市,1 一般
1022,大同大學,N 職,M 碩士,91,29,61,21,63,30,63,7,28,6,0,0,0,0,0,0,30 臺北市,1 一般
1023,南臺科技大學,D 日,D 博士,13,2,18,2,13,3,5,0,5,1,7,0,3,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,D 日,M 碩士,227,145,229,140,92,44,47,17,0,0,0,0,0,0,2,1,11 臺南市,2 技職
1023,南臺科技大學,D 日,B 四技,1763,1446,1793,1486,1658,1463,1590,1411,0,0,0,0,0,0,275,187,11 臺南市,2 技職
1023,南臺科技大學,D 日,C 二技,0,0,0,0,28,109,30,78,0,0,0,0,0,0,0,3,11 臺南市,2 技職
1023,南臺科技大學,N 職,M 碩士,101,105,76,84,33,28,24,10,12,8,12,10,0,0,0,0,11 臺南市,2 技職
1023,南臺科技大學,N 修,B 四技,610,463,556,443,481,407,494,464,0,0,0,0,0,0,192,143,11 臺南市,2 技職
1023,南臺科技大學,N 修,C 二技,0,0,0,0,51,45,52,51,0,0,0,0,0,0,10,19,11 臺南市,2 技職
1024,崑山科技大學,D 日,D 博士,2,4,8,1,4,2,4,0,4,0,4,0,1,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,D 日,M 碩士,155,47,116,41,36,10,15,8,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,D 日,B 四技,1238,861,1291,906,1192,853,1113,766,0,0,0,0,0,0,199,103,11 臺南市,2 技職
1024,崑山科技大學,D 日,C 二技,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,N 職,M 碩士,65,24,64,19,11,4,12,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1024,崑山科技大學,N 修,B 四技,712,346,433,293,400,220,385,210,0,0,0,0,0,0,134,68,11 臺南市,2 技職
1024,崑山科技大學,N 修,C 二技,0,0,0,0,75,27,89,41,0,0,0,0,0,0,3,2,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,M 碩士,61,60,75,77,14,17,4,4,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,B 四技,1278,1887,1319,2021,1242,1883,1211,1800,0,0,0,0,0,0,131,95,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,C 二技,0,0,0,0,13,97,24,125,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,N 職,M 碩士,53,62,28,56,10,6,0,2,1,0,1,0,0,0,0,0,11 臺南市,2 技職
1025,嘉南藥理大學,N 修,B 四技,490,479,332,315,322,303,374,362,0,0,0,0,0,0,85,59,11 臺南市,2 技職
1025,嘉南藥理大學,N 修,C 二技,0,0,0,0,32,83,20,38,0,0,0,0,0,0,2,4,11 臺南市,2 技職
1025,嘉南藥理大學,N 修,X 4+X,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1026,樹德科技大學,D 日,D 博士,2,4,3,4,3,0,0,0,0,0,0,0,0,0,7,3,12 高雄市,2 技職
1026,樹德科技大學,D 日,M 碩士,61,67,46,59,0,0,0,0,0,0,0,0,0,0,52,41,12 高雄市,2 技職
1026,樹德科技大學,D 日,B 四技,880,1201,873,1141,821,1171,743,1107,0,0,0,0,0,0,277,164,12 高雄市,2 技職
1026,樹德科技大學,D 日,C 二技,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職
1026,樹德科技大學,N 職,M 碩士,62,126,81,92,6,7,0,0,0,0,0,0,0,0,58,37,12 高雄市,2 技職
1026,樹德科技大學,N 修,B 四技,267,270,203,177,195,163,203,187,0,0,0,0,0,0,97,79,12 高雄市,2 技職
1026,樹德科技大學,N 修,C 二技,0,0,0,0,48,113,29,107,0,0,0,0,0,0,0,2,12 高雄市,2 技職
1027,慈濟大學,D 日,D 博士,11,9,11,15,11,6,5,5,6,3,8,4,6,4,0,0,15 花蓮縣,1 一般
1027,慈濟大學,D 日,M 碩士,61,81,41,50,15,40,19,40,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
1027,慈濟大學,D 日,B 學士,300,463,225,387,256,393,239,387,25,29,31,21,39,15,53,71,15 花蓮縣,1 一般
1027,慈濟大學,N 職,M 碩士,0,9,4,12,0,2,3,4,1,0,0,0,0,0,0,0,15 花蓮縣,1 一般
1028,臺北醫學大學,D 日,D 博士,36,28,37,36,37,29,40,23,30,23,27,29,21,11,1,0,30 臺北市,1 一般
1028,臺北醫學大學,D 日,M 碩士,97,161,96,139,41,33,21,20,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1028,臺北醫學大學,D 日,B 學士,396,580,412,567,384,539,345,602,170,93,134,118,126,41,44,45,30 臺北市,1 一般
1028,臺北醫學大學,N 職,M 碩士,27,65,9,55,6,39,5,22,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1028,臺北醫學大學,N 修,C 二技,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,4,30 臺北市,2 技職
